,label,question_text
3606,0,"All withdrawals may be made in cash or securities, or some combination thereof, at the discretion of the drawer."
3607,0,"In cash transfers, the drawer (or his/her designate entity) is entitled to an amount equal to the lesser of percent of the value of the capital account being withdrawn from, or the value of the capital account being withdrawn, less any costs incurred in the transaction of cash or securities."
3608,0,"For securities withdrawals, a third-party BROKER shall be used. "
3609,0,The drawer is liable for brokerage fees resulting from the withdrawal.
3610,0,"For the TERM of this PARTNERSHIP AGREEMENT, no PARTNER may:____"
3611,0,Obligate or bind the PARTNERSHIP to any function other than those outlined in the AGREEMENT above.
3612,0,"Transfer, sell, or loan against his/her stake in the PARTNERSHIP, unless approved by a majority of all other PARTNERS, by simple vote."
3613,0,"Use the PARTNERSHIP name, likeness, or logo for any purpose outside those related to this AGREEMENT."
3614,0,"Be found guilty of any unlawful act that will damage the PARTNERSHIP in any matter, including public image, reputation, or professional standing."
3615,0,Engage in any conduct that might interfere with the business of the PARTNERSHIP.
3616,0,This PARTNERSHIP AGREEMENT shall be binding upon the signatures of the PARTNERS.
3618,0,The Parties agree to as follows:
3619,0,"For good value and consideration, the Seller agrees to sell, and the Buyer agrees to buy the subject property described herein."
3620,0,The Buyer shall be responsible for filing all required sales and use tax returns in connection with the transfer of the Property.
3621,0,Buyer will also pay all required sales and use taxes and other transfer costs and expense which may arise resulting from the transfer of the Property.
3622,0,Seller will pay all personal property taxes associated with ownership of the Property and accrued for the period ending on the Effective Date and buyer wil pay all such personal property taxes that accrue thereafter.
3623,0,Buyer will be entitled to take possession of the Property on  {dateOf8} .
3625,0,The Seller represents and warants that he has good and marketable title to the Property and full authority to sell the Property.
3626,0,Seller also represents that the Property is free from any lien or encumbrance. 
3627,0,"Seller makes no other representations or warranties concerning the Property, which is being sold and assigned ""as is,"" and without any warrant of merchantability or fitness for a particular purpose."
3628,0,"Seller expressly disclaims any representations or warranties as to the value, condition, or functionality of the Property or its suitability for any particular purpose and buyer will have no recourse against Seller for the Property."
3629,0,"This Agreement shall be govered by and construed in accordance with the laws of the State of New York, without giving effect to the conflict of laws principles thereof."
3630,0,Any dispute arising from this Agreement shall be resolve through mediation. 
3631,0,"If the dispute cannot be resolved through mediation, then the dispute will be resolved through binding arbitration conducted in accordance with the rules of the American Arbitration Association."
3632,0,This Agreement may be executed in one or more counterparts each of which shall be deemed an original and all of which together shall constitute one and the same document.
